468089,G-21,AFFF,AB,10 Lts,8/2021,8/2022,468089,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
300129,G-21,AFFF,AB,10 Lts,11/2020,11/2020,300129,2018,Melisam,Cassaro,En reserva,LOTE 95,Unidad de Cajas.,Col. L / 08
698,G-22,AFFF,AB,10 Lts,12/2020,12/2020,698,2010,Cassaro,Cassaro,En reserva,LOTE 95,Ex unidad de  Varillas.,Col. M / 05
675853,B-03,POLVO,ABC,10 Kg,12/2020,12/2023,675853,2018,Cassaro,Cassaro,En reserva,LOTE 95,Instituto.Formación.Profesional,Sub estacion Compres ext.
3801,B-03,POLVO,ABC,10 Kg,12/2020,12/2020,3801,2010,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
1664,A-02,POLVO,ABC,10 Kg,3/2021,3/2021,1664,2010,Cassaro,Cassaro,En reserva,LOTE 95,Unidad de Cajas.,Col. L / 09
999918,A-02,POLVO,ABC,10 Kg,6/2021,6/2022,999918,2017,Cassaro,Cassaro,En reserva,LOTE 95,Unidad de Cajas.,Col.  G  / 14
575,H-25,POLVO,ABC,2.5 Kg,3/2021,3/2021,575,2011,Cassaro,Cassaro,En reserva,LOTE 95,Unidad de Cajas.,Archivo T/ Térmicos
2599,E-16,CO2,BC,3.5 Kg,7/2021,7/2024,2599,,Cassaro,Cassaro,En reserva,LOTE 95,Edificio Bomberos / Depósito de Bomberos,Serv. Bomberos -interno
2757,D-11,POLVO,ABC,5 Kg,8/2021,8/2021,2757,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1393,D-11,POLVO,ABC,5 Kg,8/2021,8/2021,1393,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
4462,D-11,POLVO,ABC,5 Kg,8/2021,8/2021,4462,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
4980,D-11,POLVO,ABC,5 Kg,8/2021,8/2021,4980,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
463,D-11,POLVO,ABC,5 Kg,8/2021,8/2025,463,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1133451,D-11,POLVO,ABC,5 Kg,12/2020,12/2024,1133451,2008,Centurión,Cassaro,En reserva,#N/A,#N/A,#N/A
507,C-06,POLVO,ABC,5 Kg,6/2021,6/2021,507,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
4631,C-06,POLVO,ABC,5 Kg,6/2021,6/2025,4631,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1390,C-06,POLVO,ABC,5 Kg,6/2021,6/2021,1390,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
2428,C-06,POLVO,ABC,5 Kg,6/2021,6/2021,2428,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
6354,C-06,POLVO,ABC,5 Kg,6/2021,6/2021,6354,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
566,C-06,POLVO,ABC,5 Kg,6/2021,6/2021,566,2011,Horizonte,Cassaro,En reserva,LOTE 95,Unidad de Cajas.,Col.  H / 10
6404,C-06,POLVO,ABC,5 Kg,6/2021,6/2021,6404,2011,Horizonte,Cassaro,En reserva,LOTE 95,Foresteria,Forestaria Auditorio
6592,C-06,POLVO,ABC,5 Kg,6/2021,6/2021,6592,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
6371,C-06,POLVO,ABC,5 Kg,6/2021,6/2021,6371,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
2646,C-06,POLVO,ABC,5 Kg,6/2021,6/2021,2646,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1309233,C-06,POLVO,ABC,5 Kg,6/2021,6/2021,1309233,2010,Yukon,Cassaro,En reserva,#N/A,#N/A,#N/A
1309230,C-06,POLVO,ABC,5 Kg,6/2021,6/2021,1309230,2010,Yukon,Cassaro,En reserva,#N/A,#N/A,#N/A
1309516,C-06,POLVO,ABC,5 Kg,6/2021,6/2021,1309516,2010,Yukon,Cassaro,En reserva,#N/A,#N/A,#N/A
1186435,C-06,POLVO,ABC,5 Kg,6/2021,6/2024,1186435,2009,Yukon,Cassaro,En reserva,#N/A,#N/A,#N/A
1289360,C-06,POLVO,ABC,5 Kg,7/2021,7/2021,1289360,2010,Yukon,Cassaro,En reserva,#N/A,#N/A,#N/A
22573,C-06,POLVO,ABC,5 Kg,6/2021,6/2024,22573,,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
669254,C-06,POLVO,ABC,5 Kg,7/2021,7/2023,669254,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
647960,D-11,POLVO,ABC,5 Kg,8/2021,8/2023,647960,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
657184,D-11,POLVO,ABC,5 Kg,8/2021,8/2023,657184,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
647669,D-11,POLVO,ABC,5 Kg,8/2021,8/2023,647669,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
647618,D-11,POLVO,ABC,5 Kg,8/2021,8/2023,647618,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
760271,D-11,POLVO,ABC,5 Kg,8/2021,8/2024,760271,2019,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
647972,D-11,POLVO,ABC,5 Kg,6/2021,6/2023,647972,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
647879,D-11,POLVO,ABC,5 Kg,6/2021,6/2023,647879,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
647974,D-11,POLVO,ABC,5 Kg,6/2021,6/2023,647974,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
647948,D-11,POLVO,ABC,5 Kg,6/2021,6/2023,647948,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
647103,D-11,POLVO,ABC,5 Kg,6/2021,6/2023,647103,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
647685,D-11,POLVO,ABC,5 Kg,6/2021,6/2023,647685,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
647709,D-11,POLVO,ABC,5 Kg,6/2021,6/2023,647709,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
675868,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,675868,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
624760,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,624760,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
C-1734,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,C-1734,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
676098,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,676098,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
676058,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,676058,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
676134,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,676134,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
625193,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,625193,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
767578,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,767578,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
676575,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,676575,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
676185,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,676185,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
625243,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,625243,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
675791,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,675791,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
625263,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,625263,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
625258,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,625258,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
676164,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,676164,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
676714,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,676714,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
624887,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,624887,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
624939,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,624939,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
676568,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,676568,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
676013,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,676013,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
657891,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,657891,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
625458,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,625458,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
625304,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,625304,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
625308,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,625308,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
676107,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,676107,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
657965,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,657965,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
676583,A-01,POLVO,ABC,10 Kg,10/2020,10/2023,676583,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
1856,A-02,POLVO,ABC,10 Kg,10/2020,10/2021,1856,2010,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
798677,A-02,POLVO,ABC,10 Kg,10/2020,10/2024,798677,2005,Cassaro,Cassaro,En reserva,LOTE 95,Galpón Chipiadora,Galpòn Chipiadora
4079,A-02,POLVO,ABC,10 Kg,10/2020,10/2024,4079,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
2431,A-02,POLVO,ABC,10 Kg,10/2020,10/2021,2431,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
2468,A-02,POLVO,ABC,10 Kg,10/2020,10/2021,2468,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
240805,A-02,POLVO,ABC,10 Kg,10/2020,10/2023,240805,2008,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
240378,A-02,POLVO,ABC,10 Kg,10/2020,10/2023,240378,2008,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
1756,A-02,POLVO,ABC,10 Kg,10/2020,10/2022,1756,2012,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
3761,A-02,POLVO,ABC,10 Kg,10/2020,10/2024,3761,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
2443,A-02,POLVO,ABC,10 Kg,10/2020,10/2021,2443,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
2070,A-02,POLVO,ABC,10 Kg,10/2020,10/2024,2070,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
4199,A-02,POLVO,ABC,10 Kg,10/2020,10/2024,4199,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1711,A-02,POLVO,ABC,10 Kg,10/2020,10/2022,1711,2012,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
4353,A-02,POLVO,ABC,10 Kg,10/2020,10/2021,4353,2010,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
1705,A-02,POLVO,ABC,10 Kg,10/2020,10/2022,1705,2011,Cassaro,Cassaro,En reserva,LOTE 95,Playa de Dependientes,Playa de Dependientes
4174,A-02,POLVO,ABC,10 Kg,10/2020,10/2024,4174,2012,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
377,A-02,POLVO,ABC,10 Kg,9/2020,9/2020,377,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1697,A-02,POLVO,ABC,10 Kg,10/2020,10/2022,1697,2012,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
240322,A-02,POLVO,ABC,10 Kg,10/2020,10/2023,240322,2008,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
1701,A-02,POLVO,ABC,10 Kg,10/2020,10/2022,1701,2012,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
3736,A-02,POLVO,ABC,10 Kg,10/2020,10/2024,3736,2010,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
1135914,A-02,POLVO,ABC,10 Kg,10/2020,10/2023,1135914,2008,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
676011,A-02,POLVO,ABC,10 Kg,10/2020,10/2023,676011,2018,Cassaro,Cassaro,En reserva,LOTE 95,Galpón Chipiadora,Galpòn Chipiadora
1758,A-02,POLVO,ABC,10 Kg,10/2020,10/2022,1758,2012,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
17,A-02,POLVO,ABC,10 Kg,10/2020,10/2024,17,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
3447,A-02,POLVO,ABC,10 Kg,10/2020,10/2023,3447,2009,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
921786,A-02,POLVO,ABC,10 Kg,10/2020,10/2020,921786,2002,Fadesa,Cassaro,En reserva,#N/A,#N/A,#N/A
625327,A-02,POLVO,ABC,10 Kg,7/2021,7/2023,625327,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
198633,A-02,POLVO,ABC,10 Kg,7/2021,7/2024,198633,2008,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
886826,D-13,POLVO,ABC,5 Kg,6/2020,6/2024,886826,2019,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
673596,D-13,POLVO,ABC,5 Kg,6/2020,6/2023,673596,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
673939,D-13,POLVO,ABC,5 Kg,6/2020,6/2023,673939,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
886741,D-13,POLVO,ABC,5 Kg,6/2020,6/2024,886741,2019,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
663755,D-13,POLVO,ABC,5 Kg,6/2020,6/2024,663755,2019,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
672967,D-13,POLVO,ABC,5 Kg,6/2020,6/2023,672967,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
672967,D-13,POLVO,ABC,5 Kg,6/2020,6/2023,672967,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
674250,D-13,POLVO,ABC,5 Kg,6/2021,6/2023,674250,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
673672,D-13,POLVO,ABC,5 Kg,6/2021,6/2023,673672,2018,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
800179,D-13,POLVO,ABC,5 Kg,6/2021,6/2024,800179,2019,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
867849,D-13,POLVO,ABC,5 Kg,6/2021,6/2024,867849,2019,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
856080,D-13,POLVO,ABC,5 Kg,6/2021,6/2024,856080,2019,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
800052,D-13,POLVO,ABC,5 Kg,6/2021,6/2024,800052,2019,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
600048,D-13,POLVO,ABC,5 Kg,6/2021,6/2024,600048,2019,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
800140,D-13,POLVO,ABC,5 Kg,6/2021,6/2024,800140,2019,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
886674,D-13,POLVO,ABC,5 Kg,6/2021,6/2024,886674,2019,Melisam,Cassaro,En reserva,#N/A,#N/A,#N/A
625335,B-05,POLVO,ABC,10 Kg,8/2021,8/2023,625335,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
657983,B-05,POLVO,ABC,10 Kg,8/2021,8/2023,657983,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
676554,B-05,POLVO,ABC,10 Kg,8/2021,8/2023,676554,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
625282,B-05,POLVO,ABC,10 Kg,8/2021,8/2023,625282,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
624969,B-05,POLVO,ABC,10 Kg,8/2021,8/2023,624969,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
625199,B-05,POLVO,ABC,10 Kg,8/2021,8/2023,625199,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
625309,B-05,POLVO,ABC,10 Kg,8/2021,8/2023,625309,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
657986,B-05,POLVO,ABC,10 Kg,8/2021,8/2023,657986,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
676056,B-05,POLVO,ABC,10 Kg,8/2021,8/2023,676056,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
676574,B-05,POLVO,ABC,10 Kg,8/2021,8/2023,676574,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
675980,B-05,POLVO,ABC,10 Kg,8/2021,8/2023,675980,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
675928,B-05,POLVO,ABC,10 Kg,8/2021,8/2023,675928,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
999860,B-05,POLVO,ABC,10 Kg,8/2021,8/2021,999860,2016,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
25522,B-05,POLVO,ABC,10 Kg,8/2021,8/2021,25522,2016,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
625327,B-03,POLVO,ABC,10 Kg,12/2020,12/2023,625327,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
675755,B-03,POLVO,ABC,10 Kg,12/2020,12/2023,675755,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
675761,B-03,POLVO,ABC,10 Kg,12/2020,12/2023,675761,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
625330,B-03,POLVO,ABC,10 Kg,12/2020,12/2023,625330,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
676619,B-03,POLVO,ABC,10 Kg,12/2020,12/2023,676619,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
675857,B-03,POLVO,ABC,10 Kg,12/2020,12/2023,675857,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
625289,B-03,POLVO,ABC,10 Kg,12/2020,12/2023,625289,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
624908,B-03,POLVO,ABC,10 Kg,12/2020,12/2023,624908,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
675939,B-03,POLVO,ABC,10 Kg,12/2020,12/2023,675939,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
625069,B-03,POLVO,ABC,10 Kg,12/2020,12/2023,625069,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
676076,B-03,POLVO,ABC,10 Kg,12/2020,12/2023,676076,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
676048,B-03,POLVO,ABC,10 Kg,12/2020,12/2023,676048,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
625287,B-03,POLVO,ABC,10 Kg,12/2020,12/2023,625287,2018,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
11554,A-00,HALON,ABC,5 Kg,8/2021,8/2024,11554,2009,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
3056,A-00,HALON,ABC,5 Kg,8/2021,8/2021,3056,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
6074,A-00,HALON,ABC,5 Kg,8/2021,8/2022,6074,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
6189,A-00,HALON,ABC,5 Kg,8/2021,8/2022,6189,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
2751,A-00,HALON,ABC,5 Kg,8/2021,8/2021,2751,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
3154,A-00,HALON,ABC,5 Kg,8/2021,8/2021,3154,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
2410,A-00,HALON,ABC,5 Kg,3/2021,3/2021,2410,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
2754,A-00,HALON,ABC,5 Kg,8/2021,8/2021,2754,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1575716,A-00,HALON,ABC,5 Kg,8/2021,8/2021,1575716,2016,Yukon,Cassaro,En reserva,#N/A,#N/A,#N/A
3388,A-00,HALON,ABC,5 Kg,3/2021,3/2021,3388,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
6252,A-00,HALON,ABC,5 Kg,3/2021,3/2021,6252,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
3337,A-00,HALON,ABC,5 Kg,3/2021,3/2021,3337,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
6309,A-00,HALON,ABC,5 Kg,3/2021,3/2021,6309,2011,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
2920,A-00,HALON,ABC,5 Kg,3/2021,3/2021,2920,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
6129,A-00,HALON,ABC,5 Kg,3/2021,3/2021,6129,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
3206,A-00,HALON,ABC,5 Kg,3/2021,3/2021,3206,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
4031,A-00,HALON,ABC,5 Kg,3/2021,3/2021,4031,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1492,A-00,HALON,ABC,10 Kg,8/2021,8/2025,1492,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
540,A-00,HALON,ABC,10 Kg,8/2021,8/2025,540,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
2009,A-00,HALON,ABC,10 Kg,8/2021,8/2025,2009,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
4428,A-00,HALON,ABC,10 Kg,8/2021,8/2025,4428,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
2787,A-00,HALON,ABC,10 Kg,8/2021,8/2025,2787,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
597,A-00,HALON,ABC,10 Kg,8/2021,8/2025,597,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
532,A-00,HALON,ABC,10 Kg,8/2021,8/2025,532,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
21,A-00,HALON,ABC,10 Kg,8/2021,8/2025,21,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
522,A-00,HALON,ABC,10 Kg,8/2021,8/2025,522,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
470,A-00,HALON,ABC,10 Kg,8/2021,8/2025,470,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
4376,A-00,HALON,ABC,10 Kg,8/2021,8/2025,4376,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1780,A-00,HALON,ABC,10 Kg,8/2021,8/2025,1780,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
516,A-00,HALON,ABC,10 Kg,8/2021,8/2025,516,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
530,A-00,HALON,ABC,10 Kg,8/2021,8/2025,530,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1851,A-00,HALON,ABC,10 Kg,8/2021,8/2025,1851,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
783,A-00,HALON,ABC,10 Kg,8/2021,8/2025,783,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
404,A-00,HALON,ABC,10 Kg,8/2021,8/2025,404,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
63,A-00,HALON,ABC,10 Kg,8/2021,8/2025,63,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
2665,A-00,HALON,ABC,10 Kg,3/2021,3/2025,2665,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1124,A-00,HALON,ABC,10 Kg,3/2021,3/2025,1124,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
2323,A-00,HALON,ABC,10 Kg,3/2021,3/2025,2323,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
71,A-00,HALON,ABC,10 Kg,3/2021,3/2025,71,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1475,A-00,HALON,ABC,10 Kg,3/2021,3/2025,1475,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
4128,A-00,HALON,ABC,10 Kg,3/2021,3/2025,4128,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
4268,A-00,HALON,ABC,10 Kg,3/2021,3/2025,4268,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
3522,A-00,HALON,ABC,10 Kg,3/2021,3/2025,3522,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1319,A-00,HALON,ABC,10 Kg,3/2021,3/2025,1319,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
515,A-00,HALON,ABC,10 Kg,3/2021,3/2025,515,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
3366,A-00,HALON,ABC,10 Kg,3/2021,3/2025,3366,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
2671,A-00,HALON,ABC,10 Kg,3/2021,3/2025,2671,2010,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
1560,H-24,POLVO,ABC,5 Kg,5/2021,5/2021,1560,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
936433,H-24,POLVO,ABC,5 Kg,5/2021,5/2024,936433,2014,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
2551,H-24,POLVO,ABC,5 Kg,5/2021,5/2025,2551,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
2257,H-24,POLVO,ABC,5 Kg,5/2021,5/2025,2257,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
4372,H-24,POLVO,ABC,5 Kg,5/2021,5/2025,4372,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
3059,H-24,POLVO,ABC,5 Kg,5/2021,5/2021,3059,2011,Horizonte,Cassaro,En reserva,#N/A,#N/A,#N/A
986088,H-24,POLVO,ABC,5 Kg,5/2021,5/2025,986088,2004,Cassaro,Cassaro,En reserva,#N/A,#N/A,#N/A
1186499,H-24,POLVO,ABC,5 Kg,5/2021,5/2025,1186499,2009,Yukon,Cassaro,En reserva,#N/A,#N/A,#N/A
